專利名稱,唯一識別碼
防蒼蠅侵入裝置,51ddeeab-c54f-41d7-babc-e87f8c641cda
應用於ＰＣＢ多層板之非接觸式上下層銅厚的量測方法,51e47f2c-e6ee-4d30-a046-236e0cab0968
碳基氧化物及還原碳基氧化物之大規模製造,51c820a2-b3b8-4528-a0da-750b4b3fb22a
可調被動式力量控制裝置,51ec93ac-8046-43cf-8935-3112e2e114cf
用於純化及培養幹細胞的孔洞結構及其製造方法、幹細胞純化裝置及使用其的幹細胞純化方法、以及幹細胞培養裝置及使用其的幹細胞培養方法,51ecded6-2835-42d4-a095-d2ab021aa59e
核殼式觸媒及氧還原方法,51eda652-1296-48b3-a173-0339e95bf99e
石墨烯的製造方法及其應用,51f1752f-f070-4e0e-a312-38b52470b0c8
全高分子自增強複合材料的製造方法,540a850b-f564-491b-ab05-e1c37510d2cd
坐姿體前彎檢測器系統及其方法,53fd6dc9-68d0-488e-8713-84cfd8a62de0
具有互補式分裂環的槽孔天線,55527f28-9157-4050-be46-a4cd011b47b1
醫藥組合物用於製備治療胃癌藥物的用途,555f3ef1-6e19-4cda-a07b-91a08c816a42
利用慢病毒轉染去透明帶早期胚胎的基因轉殖方法,55659a77-dd65-49a8-b35c-e0b9c055f3c3
改善高血脂症、動脈粥狀硬化及肥胖之水萃取物,556dee86-e4f7-4c74-bc02-f8a584d22b60
矽基太陽能電池正銅電極之製備方法,5571e2a0-65d0-4f80-94b8-74cc4ea1fb77
運用立體列印技術製成的可在危險區域使用之壓力感測裝置,55625ba1-23f7-416f-b5b2-7c6c78771d57
神經損傷治療用藥劑緩釋布,66365a59-ecd8-4ef3-b28e-ed01c41401d6
學生聯誼系統,663ac2bc-90d5-44f3-a6b4-500946f893ac
車用安全座椅,651dc22b-7bf0-4c0e-bee3-2f747aa3a8b5
基於擴充實境的加工規劃設備,6520adb3-9668-400e-aa9e-6b94d12104be
具保水性之環保材料及其製作方法,65301edb-4518-4994-a8c5-f2ff38fc7cc9
氣象情資蒐集與分析系統,6536fd81-f0a3-4fb7-9774-6d4bb0fc4363
一種雙偏心軸異相位驅動機構,661f7659-2975-4d38-8f19-e79ad09d7a9d
一種用於生產葡萄糖胺的培養基及其應用,662504c0-d90c-4718-8f86-0a0c9b0044b5
用於判定基板中之應力的光學系統及方法,66260972-3c8f-426d-b45e-cc87e1b734a2
壓力顯示襪,6658758b-d7c9-4990-8881-6e3eae46a73f
互動式訓練及檢測裝置,66763810-67cc-473f-94d0-0779b58a9709
食品安全雲端系統及其追蹤方法,65b091ee-f4e6-428b-bce5-6b5bde79c46e
車輛吸頂燈裝置,65b2006d-55be-4db8-8137-f402a347ded2
一種製造氮化鋁方法,65e01475-ff95-4ff0-bf9d-55bb7f6a9e19
細胞晶片及細胞動態透析染色法,64cdc5da-6a6c-48b5-89c9-e738fee128c5
抗豬生殖與呼吸綜合症病毒感染之重組融合抗原基因、重組融合抗原蛋白及含彼之次單位疫苗組成物,667c9be3-e022-4925-a488-8dc16eac060a
降低電流路徑熱應力之晶片,6627b250-f031-4edb-a00d-1d37ae2b35d4
流路裝置及微粒子濃縮方法,66540c86-0d9b-41b6-ac76-b401577f0162
模糊影像之復原方法,699ed6aa-330d-4078-9424-fb6a20a39275
用於即時監測血液組成濃度之可調式混合III-V/IV雷射感測器系統晶片,69b07434-cd76-4f77-8117-d291c39114f0
防災自動窗戶,6a9c4367-79b0-429c-9f25-516b41046dc9
無卡提款系統及其方法,6a81af83-da3a-4968-b9eb-25bba6ad2471
應用於醫療照護機構的尿濕監測生物資訊管理系統,68f8ceb7-19cb-4e55-a193-20d6e68f936b
適用於停車場的停車位置配置與導引系統及其方法,694481b7-1f9d-4eee-9264-39d1cb478ac9
藥物載體及其製造方法,69f1a630-5b82-4f2d-900e-3d6654b97aa8
分散模組式併網轉換裝置及其控制方法,6a7d8dec-318a-46cc-b355-a7b075365a0f
可攜式快速變溫調控之熱循環裝置,6a4860c6-62f7-4d5a-839f-b527f0400a23
利用泛素檢測生物毒性的方法,699d1403-5dd4-4b13-9264-eb67e81e0532
矽電極兆赫波全波段之液晶相位調變器,69c78510-14f5-4ca5-9671-a51dd47ee77f
二維設備陣列,677669ac-b42a-421a-9334-ba6089480dda
降低壓力過濾機中的框架的壓力波動的裝置及壓力過濾機,67805859-b9e9-41b7-b56e-0fbd694a09e8
角度誤差修正裝置,684cb160-cef7-4d14-b383-69baf1e431f2
家教媒合方法,6846eb40-b93c-473c-a178-6f096f34eb1e
抗蛇毒血清及抗蛇毒血清製備方法,6831b176-1c5c-45a6-bc1e-58ae8b93cf95
具備Ｈ∞控制的諧波齒輪裝置的致動器之定位控制裝置,68047755-b519-41a3-ae27-a43685206f9c
表面增強拉曼散射基板,6827c051-8915-4002-bb8f-2aa23f308e9c
以魚鱗製作調味料方法,681ca598-4709-4535-b9a9-95b5dbc42055
全自動化影像辨識素描機器載具,689997b9-b03b-4b21-899c-f9645520217f
銅電鍍液之組成及其電鍍銅塡孔結構,67f9c62d-da2c-44a6-8ea8-42e3d66e52aa
鄰苯二甲醯亞胺茀環衍生物及有機發光二極體裝置,685f1f6d-e5da-459b-ae1d-a68d7df370ee
太陽能供電機器人,6c12c8b3-23d5-455e-a49f-3599d02bb445
適用於LTE-A智慧型手機之三饋入點八頻段天線,6bfc3496-1058-41bb-8cc7-5305bf4a358c
電梯煞車,6c213c0b-d2bc-43fc-beb0-a2ea040cac2f
增強游泳推進力的袖套,6bf5f595-04f2-4f45-8507-6391e4010bff
三維影像掃描裝置及其掃描方法,6c15758a-2c2f-4dc1-8cc3-99aded155b95
眼部腺體功能檢測系統,6c693e00-9d0f-49b7-aaed-e5f07af64656
一種切削加工裝置,6c797c4f-e129-4449-80ea-3d4e5b647320
智慧魚缸資訊管理系統與方法,6c6ccc33-7862-4512-af26-f0d5e764c134
高透水性環保材料及其製作方法,6b15df96-e74d-49a0-b7b8-178c27770d8d
安全閥測試方法,6b302038-72f2-4076-8418-83133cdca3fa
圖案形成方法,6b06c8a6-6b1a-4e7c-86cd-55a936734c19
道路材質辨識與坑洞偵測方法與電腦程式產品,6b0715c3-aeae-44cb-8a92-ef7c87da64ff
錐型複合金屬複合材料及其製作方法,6b412832-5a7a-423d-8cd4-5b60cc84f340
人臉偵測方法與裝置,6b414f78-0254-4b9c-8591-c2a24222ca2c
可胞外分泌重組胜肽或重組蛋白質的改質菌株,6b61cd26-7e46-4e50-a8b9-f6af93251c79
消除噪音之電子安全帽及其方法,6b631b8a-fd41-409c-ae0e-1fd88309d38a
異維度奈米複材的製造方法及異維度奈米複材,6b17cd90-0076-4653-9e8e-1eee7afe571f
自助式產生整合二維條碼及專屬資訊之產品之推廣系統,6b224353-0c94-4c09-a4fa-706e743b9ca3
盤元除粉裝置,69cac8ef-bec7-4db4-ba15-72d24d469b17
智慧按摩塑身衣之結構,69cb43f9-f5c4-4a64-961e-981c9dfd538b
處理ＮＡＴ關門之註冊方法,69d14ed5-e42b-480d-9218-e069d71bb6bc
二價金屬－鐵／鋁複合金屬氧化電極構造及其製造方法,69a67a1f-ecb1-46cb-aa20-30b3edf0afc6
籃球比賽數據即時分析系統及其分析方法,6983b0db-fec9-43a7-96f4-7548d137c0a8
鉑錯合物、有機發光二極體與可發出可見光或近紅外光的裝置,6984a511-a858-4ec4-acaa-c6c6abdd9976
慢性病患者使用之最適化運動決策裝置及其操作方法,694038c1-7ef4-49f2-b3f0-4df7cc419710
參考優先權與通訊效能進行隨機存取競爭之裝置及方法,69289075-96a0-4ff2-af9f-927da23b3bc3
風力驅動式生物通氣設備,69e0496e-34d4-4fb1-b866-258844ee2e6c
基於知識結構的學習診斷系統及其方法,69e20bc0-fcb9-43f7-ab66-2e32ee9f815a
血型檢測裝置,696bf949-e097-4c04-a4e0-7b0cf885ca7a
菇菌類生長基質及其製造方法、菇菌類培養裝置及培養方法,5be947cd-a804-4ed8-95a1-5240445c9987
一種反射燈具及其燈罩,5bea235d-cc1c-4131-9f87-e534d1f6142e
以黑木耳為基質之素牛肉香料及其製備方法,5add22c9-93f3-48bc-9ed9-ee3e191d09c7
製造缺陷型石墨烯的電化學方法,5adf8926-22fc-474d-8116-f403b8ce3d8d
職涯選課推薦系統及其實施方法,5ae09955-a419-4e27-92b7-aba10e5f6418
可改善環境空氣品質之生態箱與空氣清淨系統,5b672d90-5ea2-43c3-aa93-0b4e3d86d2e8
清除血管壁油脂之磁控磁性奈米結構,5b746ca5-a9e6-4ea7-a186-42c2c401e27f
立面陶瓷燒製方法,5ba1e25a-6b12-4a31-b628-d7ac3ef7be80
腦波偵測情緒裝置,5ba0e5c9-afdb-4a5a-a207-fde759e25194
紫外光用固體受光元件,5badccd1-fe56-4be4-9b82-d8340aa5ac5d
便攜式智慧型液體容器組及其容器蓋,5aee8f0a-9b17-4a97-9f52-d68cb6d91e36
一種ＬＥＤ發光亮度控制裝置及其方法,5af44218-741b-42e2-9293-ef54da34819a
具通用性之自動變速箱電磁閥檢測方法,5af64ac3-0a00-4245-a827-cfe5e6f9e33f
一種調控精子授精能力短鏈胜肽之提高體外人工授精成功率之用途,5bd64c90-6d66-4eb0-baf4-957a7d8ddd4f
用於分子設計及模擬的系統及方法,5bbd91df-3940-4996-bd02-8e568d3334ec
互連奈米線的方法、奈米線網狀結構及透明傳導電極,5c087e28-cf79-460f-b845-2d98ef86c606
高溫無鉛焊料,5b6b0618-c71a-4dc8-8119-9dbccd317965
可見光通訊系統與方法,5b6ceacd-1a41-473d-943c-4d4ca9cb5dbe
具電磁輻射功能的顯示面板及其天線單元,5b712367-bcea-414e-8e3d-148f353f00e2
雷射車燈及應用其之夜視系統,5fc91764-e170-4154-b7be-dee0a9f76e16
具三級切換開關之拆分合併式逐漸逼近類比數位轉換器,5f967f1a-5dd8-48aa-a14d-2a09d4b0d90d
電阻抗斷層攝影術影像之後處理系統與後處理方法,5e8a436c-866e-4c5c-8d2d-17f04b26cfa2
智慧型環境參數物連網,5e768f4b-5df1-4072-8e77-7c3c042f46c3
異常檢測裝置、通信裝置、異常檢測方法以及記錄媒體,608a1367-c373-4b1b-b593-eaca16815db5
省力垃圾桶,608bd4e0-858d-40dc-b9ee-7fc75d0207d8
吞嚥功能之檢測喉帶裝置,608c17a7-eda9-4704-859e-5f0321b4cf99
有機半導體元件、有機半導體組成物、有機半導體膜、有機半導體膜之製造方法及用於該等之聚合物,6090ad2b-b369-4255-94b4-015b9bbef1ff
具無線充電及無線收發能力的感測裝置,609308a1-9d55-470a-9c43-42fc850d36a5
訊號源分離方法及訊號源分離裝置,608ef4ac-1ae4-4a2a-8847-0e312c0c3c48
助焊劑、軟焊膏、及助焊劑的製法,5f0b8b9b-0c7d-438d-ba2e-b076f4466f01
一種用於超高電壓操作之半導體裝置及其形成方法,5ef9454f-cf27-4277-93c5-3235d5dc7b36
運動訓練系統、運動訓練裝置及儲存媒體,60827dfd-030c-483f-b499-6876198b0b3b
固定翼飛行器,609ad2c6-5dd9-410d-9c13-0491c436ee83
鋁基鍋具之導磁層加工方法,60a23b6e-4964-490e-8322-178ebd270103
工件輪廓的光學量測系統及量測方法,607b71be-5fa2-4c53-93f8-6c17cc2b9fdf
細胞培養裝置、其形成方法、及從其部分脫附幹細胞之方法,606b8247-4075-4fe7-a02b-49b203e08a8d
化學增幅型抗蝕劑材料、圖案形成方法、化合物及化合物的製造方法,6074e9b2-225e-42f2-b56c-ffe21b29319c
作為前列腺癌偵測生物標記之尿聚胺,607415fc-205c-448b-afd9-3861f7bfd3e2
多燈管型態螢光燈／發光二極體燈通用型照明驅動電路,606ebe45-14de-442c-bdbf-8c31f48696d4
含鹽甘油廢水處理系統與方法,6251bf6f-3ed0-4f63-8aaa-da38d407b896
可抑制錫鬚晶生長的新穎鍍層結構,61eb432f-0d0c-41ac-8b6e-1c8faaf2fac4
智慧穿戴式配備以及跟智慧穿戴式配備搭配的外部資訊平台與電腦程式產品,62322db9-12c9-436b-9d68-3cb59745532e
聲控智慧保健按摩椅,622858b5-b86f-4955-a57e-0e5be6e051e2
電子設備散熱裝置,624368fe-d651-46c1-b452-6513e674560e
石墨烯製造方法,616af480-8f54-481a-953a-843da63856f8
利用分群以利於快速開關機之方法,61aaf38d-b9d2-49b0-96aa-50dc460fb81a
醱酵豆粉製備方法,610fa63e-0f92-4677-89bb-9da8c93aee45
具有溼度偵測的控制裝置,61903ee1-e1b0-4fe1-ac19-3b17f2a7f381
氧化鎂鋅薄膜氫氣感測器,618c58e7-48e9-4b46-9d04-d27ed8d65535
先決式資料庫系統及其資料搬移方法,60ddceac-f072-452a-b2dc-ed4f6c66877e
腦波分析輔助教學系統,60e25244-c8cf-4b36-9a20-90f2f35a71e6
二氧化鈦多孔性材料、其製備方法及應用其之污水處理方法,61ac64bf-0c94-4405-ae62-7996a1bd4b2b
吞嚥功能之檢測喉帶裝置,61957ed0-1208-4069-825a-33d117e19f3e
幾丁質－氫氧基磷灰石複合材料及其製備方法,5e431b41-53d1-450b-87d6-11e3ae811bb7
使用布魯頓氏酪胺酸激酶抑制劑之治療及免疫療法,5f1e38f8-08eb-41be-b6e9-f7d561d3b170
病床感測裝置、病床感測系統及其感測方法,5f1f3934-3368-4609-b09b-42d9d880b4c5
氣體吸附速度測定方法,5f589889-16ce-4381-bea6-c7d1236d20ad
茲卡病毒疫苗組合物及其應用,5f6cede0-b499-4065-bf64-dc979881300d
治療神經退化性疾病之豬腦萃取物製備方法,5f73550c-ccc6-4bfb-9062-e4a5dde4f1b0
金屬化合物奈米管陣列之製造方法,5f66e2a9-d2a6-4aec-bb6f-c13e002ae705
去離子水微電解加工方法,62b3254e-6db1-41bc-97e3-081a20717193
新城雞瘟病毒及其用途,6328c819-156e-46d1-bfe1-04e6bf3d5622
金屬單晶化設備及其運作方法,632fb5ce-20b5-4166-b808-4f763a389d8e
含鈉的鐵鋁載氧體及其製造方法,62609197-1167-427a-a796-9c4c230bc694
人體手部復健訓練器,6277962e-d397-45be-a39f-8990d38162b9
伸縮式滅蟑罩,62fa4198-06e1-494c-80e7-315a196380ff
深度圖建立方法與多鏡頭相機系統,633e7b7d-9b48-4b4e-b1b0-e4fc048ae6cd
微波熱還原載具,63478ae3-8ffa-455b-844e-d8acb1fc46ce
具可飽和諧振電感之ＬＬＣ諧振式轉換器,6348e896-fb6c-44ce-9e44-2049601c71fb
紅外線加熱器,63333c93-9593-4c5d-b22c-e50af2f96967
生產醋酸的基因轉殖藍綠菌及其應用,5eb346d7-4cc6-4e4e-8518-819a168d4b79
折疊波導帶通濾波器,5ec94442-f473-470b-8415-0c31856cfefd
蜂巢板芯材製程,5e5b7c3e-cf3c-4e47-9a39-14b5772199d5
ＴａｇＳＮＰ之選擇方法、選擇用電腦系統、及選擇用軟體、與搭載有對應於使用該選擇方法所選擇之ＴａｇＳＮＰ之核酸探針的ＤＮＡ微陣列,5e2cdbd7-9bdd-4216-a5bb-070768a9b591
感測裝置及生物檢測方法,5ea816b7-88d4-4d56-ad23-2e94a8cf03a6
智慧眼鏡式鏡框具護眼提醒方法與裝置,5eb04d55-4a9d-49ed-a1a7-392cf3a22f52
水產生物幼苗飼育與馴餌系統及其方法,5e9038b7-23eb-4756-bc70-4bd3097a6ea9
口腔檢測裝置,5ee04764-0033-4d12-b878-463902e0af72
具拮抗ＰＤ－１功能的適體分子於癌症治療相關之應用,5ee14697-7ae6-4f5f-86da-03218f6374b6
一種富鋰－鋰鎳錳氧化物陰極複合材料的製備方法及其用途,5ee6a091-4ad4-4362-863e-60043cf479a6
聚醯亞胺／二氧化鋯混成材料、其用途以及製備方法,64106fb7-8989-4280-bfdb-f69e31a4e70b
機車用之方向燈輔助裝置,63e85913-28c8-4f4d-95c5-0a5c92f286db
高導電率卑金屬厚膜導電膏之製備方法,64399a3f-96fe-4cf4-9c7d-2153a04cfdb5
用於LTE-LAA系統而在未授權頻譜中發送參考信號的方法和使用此方法的無線裝置,643a49bb-7991-4898-bc20-99763155763b
金屬化合物的製備方法,63f4fd09-cddd-4971-8411-480f7e7bc7e2
偵測心臟狀態的方法、監測運動時之心臟狀態的方法以及監測心臟狀態的裝置,63fac5d5-2747-489f-a0de-5d8154a6d24d
可調式相移器,63fc58be-9604-4364-94cf-6fdd3e11b516
感知寵物狀態以供飼主與寵物遠端互動之系統及方法,643dfe6f-5b31-4650-9ac7-5e2a78f147f6
白內障之預防劑及/或治療劑、用於白內障之預防及/或治療之醫藥組合物、用於製造該等之PPAR活性化劑之用途以及點眼劑,63ad22e3-ffa1-49f1-9608-e24bda7e2d79
電蚊蠅拍,63ca3197-e8ec-40c2-9225-55925e087662
線性串聯彈性致動器,638bbcc8-ca41-45a4-98b6-628be6281bec
ＩＩＩ／Ｖ族半導體,63e16f04-1e5d-465f-a7e4-ba09be67380a
醫藥組成物於製備治療不正常乙型－澱粉樣蛋白聚集類疾病之藥物上之用途,635d26fe-b3cd-4691-a8b3-89955bbb255d
光熱感測器的製作方法及其產品,63dcef5d-ea81-4766-949f-635acb49ff85
固態氧化物燃料電池的陶瓷陰極材料及其製備方法,64ac8ae4-45e1-4a44-9c63-89f954d6a51a
基於物聯網的抽水馬達控制系統及其方法,64bd90ce-777d-4175-8c37-62d43215bfc3
發炎性疾病或骨病之預防或治療劑及醫藥組成物,64a19434-905d-4eb5-a6ca-ac23163c654b
雙功能蓮蓬頭結構,64c6c5c5-05d9-4745-b62a-430240709966
延遲發佈訊息之方法,6486fbcb-1a20-4426-a2e1-c4955c87062c
檢測奈米孔道和奈米粒子界面電位之方法,6d960097-6bc8-400d-acf5-8f49908d6dd5
智慧保鮮盒,6d992733-6359-4d78-9d59-46656a4f257d
低雜訊放大器,6e2702b9-cfa0-4074-9ed3-cb932303738f
自行車安全防護系統,6de71199-40b1-462a-8ed8-00b2bcb9a8e1
海藻苗人工培育基質及其方法,6d53b8e2-7053-45f5-8d77-1292383d36cd
具抑制細菌葡萄醣醛酸酶活性之吡唑並［４，３－ｃ］喹啉衍生物,6d64a9ba-282e-4051-bf3b-e64a5b2024c3
三族氮化物磊晶結構及其製作方法,6d5b59ca-bd8a-43b1-a0ec-267bcaab2f3e
畫素補償裝置、具有電流補償功能的顯示器,6c0deb88-d7cc-49c1-9935-8665000ca134
智慧型教學影片檢驗系統以及智慧型教學影片檢驗方法,6c2f3153-8ba7-4f32-b8b1-ec4978d67918
導流超疏水結構及其製作方法,6def8a3a-10f1-4cb3-9d87-52eb5a19e327
含鐵離子之低能隙共軛高分子複合材料及其製備方法,6defeea3-11cc-43cf-8d8c-a05f93c3f5aa
主動層混摻ＰＣＰＤＴＢＴ與石墨烯提升軟性高分子太陽能電池光電轉換效率之結構,6df08d68-c06d-4752-83fb-a4148e92180e
運用於受污染之水中長效型過硫酸鹽整治藥錠製成方法,6ddb9cc4-dde1-4f64-a888-eff2a32d8770
不對稱複合膜及其用途,6df89082-b111-42e7-b81f-f1d8ac8eb082
人體器官之生理微震動感測系統及方法,6df9cdd5-7258-4587-a59a-5f16f6c4820f
射出成形減噪組件及配置系統,6e00cc3e-7c36-4221-9e7a-0e227f8adaba
彩色立體列印裝置及彩色立體列印方法,70abb145-8d1c-40fc-b444-94ac33d0e84d
膚質檢測探頭及其裝置,712d09ad-9b74-403f-8a1f-b34af7c8e22e
保護移植組織免受排斥的方法,712b93fa-2c18-49e0-bb5a-97d839d04e40
會議簽到暨管理系統,705e3fd2-9e40-4959-8492-15a6d8b80618
擴增實境互動系統及其動態資訊互動顯示方法,706a0e4b-5661-4d46-8f9f-0363e51184b6
一種微結構壓印系統及其應用方法,710b9989-3af8-4c20-a0d1-ce1226ae1851
聽力診斷裝置與聽力資訊偵測方法,711c3300-9b08-485e-848d-8745f160d10e
被處理水的處理裝置及被處理水的處理方法,70c0837c-70a8-42fa-b225-9208d9b70f2f
錫酸鋅尖晶石螢光粉體的製備方法,70fa1991-31b0-4116-b748-c96441b7e6e5
纖維狀感測器,719fa7bb-47da-496d-8710-e57ffc3b946c
行人過馬路自動警示器,6fc861c8-b1f5-48f0-abb1-0f53a0979c5d
固態氧化物燃料電池之電解質製備方法,6feaa8f7-e97c-4bb1-bc42-81d91d579366
可產生表面增強拉曼散射效應的基板結構以及製作方法,7174b789-a95a-4937-a65e-a1fa0780d830
導熱模組,71756d32-29b3-438a-a437-cca229bd1f0e
用太陽能板進行身份識別的識別系統與光電特徵擷取裝置,71c7170f-6a1f-4082-8d90-2a6b5f1c16bf
長效型持續釋放藥物之注射式凝膠組成物及其製備方法,71bb8208-ee29-4be8-b7af-c6216cff218f
提醒拔出鑰匙裝置,71db6e08-3b74-4b5f-b865-966b106e3902
直流無刷馬達反電動勢之微分偵測相位方法,6c8d903c-baf3-48a2-b208-651a6f17c45c
電子裝置及電子裝置之操作方法,6cb59ccc-cf1f-4627-99ca-642ebf014bff
製備具高導電性之二氧化銅鐵透明導電薄膜之方法,6cb5fc25-2e13-4bc1-9c88-99a07d7b16da
雲端管理系統及其方法,6cca1ee5-94b4-4623-ae3f-c96a7ceda4d8
一種誘發腎臟移植免疫排斥反應的動物模型和其製造方法,6d6fda88-e59e-4c0b-bc20-2bddb0ac2172
有助心血管保護之薑科植物複方製劑及其製程,6d696e5c-c445-4d6d-98a6-1e1c25c1c9d6
電性化學測定裝置及轉換器,6d90ae27-5d2e-4284-bd8e-9a7c20d8e68b
新穎組成物及其用途,6d944ad2-ade9-408a-be38-8af326779f7b
一種功率放大轉換器,6db0a9e3-a783-4746-9e15-5f5c09128796
石墨烯導電溶液之製備方法及其應用,6d72f92f-170a-4789-b5d0-087ccffdc1be
趣味運動競賽系統及方法,6ef8e973-cbc3-4bc9-a112-41dc79897a9c
可增加穩定效果之安全梯,6e657026-e828-41aa-b4af-79d6c5154f27
利用微波加熱器及二甘油鈣的生質柴油的製備方法,6e638ea8-6706-4a15-955d-827e82911579
鑭系金屬氟化物奈米複合材料與其製作方法、用途,6e9cc2c7-db0b-4987-ad43-8c0350c0af03
用於寶石應用之螢光盒,6e969e54-6fcf-47bd-bd8a-674315c916ce
具有大晶粒之銅薄膜、包含其之銅箔基板、以及該銅箔基板之製備方法,6e960005-95f8-4bfc-bcd6-78814100430d
藍寶石薄膜塗布基材,6e6fa23d-e3c9-464c-b01c-af9c213bbf45
一種有機電致發光器件及其製備方法,6e67ade0-490c-4d0b-a6d5-cb9f32f0ee0d
浮式海洋深水井,6e686767-f6c4-4e1b-9a34-22764fc6b565
旋動式脫水籃之毛屑去除結構,6ee8aad5-7c89-431f-aeeb-8b3d0bc1a2fb
含氮奈米碳管的製備方法,6f0dddc0-33a6-4932-bcb5-1a2627cec197
可組合式造型燈具,6ed8c2d4-a9ec-42a1-8e11-74c7e17080fa
同步振盪電路,6f399c56-c830-42b3-98d1-420f1a534435
物體之自動取放裝置,6f7e96ce-f245-4263-8c2b-be86e5b17e0c
以酸鹼處理法製備稻殼萃取物生物合成高安定性且分散可逆性奈米銀懸浮液之方法,6fa94101-3c3a-4a3e-a749-4dc45771992b
聚苯胺奈米管於碳布上直接生長用於可撓性及高效能超級電容器,6f944fd1-d6ee-49a9-b117-fc649a065c5a
生理訊號感測晶片及其生理訊號感測方法,6f710047-2274-4d67-a5de-e72a707dcf03
氫氣感測元件,6f7cbf11-0632-41b0-b6a7-552e96363d57
智慧太陽能電池級功率管理的光伏模組,6f9c0fec-bff3-470b-8b5b-a4421fb0ca26
材料的接合方法及分離方法,6f908cd5-9839-48b0-916b-e1e9e24331ed
機械手控制系統,6f92d9d9-adc2-4860-8802-b72bc7d4cbe6
蟑螂集體引誘物質、蟑螂集體引誘劑及蟑螂驅除劑,6f5cf5d9-4a58-4c47-8ea8-941c4866e81a
獲得檢測裝置插拔組合及電力線拓樸的方法及其電子裝置,6f1a5630-5833-45de-a125-1c55b665ba9e
船舶中央淡水冷卻系統,6f361e8d-9a25-4c35-8a3d-ad7815396b00
商品推薦方法,6f9d8dc5-a651-485c-8535-d32070187f9e
影像式心律操控運動訓練機,6f9dc4f4-77d4-4fda-b0da-8d6157c93f41
用於判斷/校正樣本切面中局部缺陷的方法及其裝置,6fa1950f-8ff3-471f-a324-a87a2dfb67d7
具應力放大作用之閘極配置元件,6fa197dd-c176-4536-afc0-50ca6359083c
智慧家電控制介面操作方法,6cd89094-705c-4e2e-bc14-7da0c93864e6
包含基板及至少一層以粉末為基礎的塗層之材料,6cdbacce-9e7f-4afb-b504-3b69a5b00a40
微胞化結構的製造方法,6d1c04dd-e9d4-47a1-9e52-7120838efde1
具備無縫換手機制的網路系統與相關的運作方法、控制裝置,6d274a13-67e5-4b55-ba82-e33e99870156
Myrmecridium flexuosumNUK-21菌株及其生產之新穎乳糖氧化酵素與轉化乳糖酸方法,6d286c18-4c91-45c7-be80-cc1614ab5e12
體表微循環血流檢測裝置,6ce4570a-6b91-40fc-87db-e2afb3b45866
組合物,6ce54ca0-a957-4a51-8ed8-2f31883ef57d
心肌病、陳舊性心肌梗塞及慢性心臟衰竭的治療藥物,6d0f1f13-765f-4a43-ac92-e710e6e172f0
微粒子分散方法、以及使用有其之成膜方法及成膜裝置,6c970a4f-f9cc-487f-af7a-a3b23acee39b
多載波通訊系統及其通道估測方法,6d1954c0-896c-4c0c-b5ed-13f37220934b
應用於太陽能配線架設的互動式預習系統,6cee4198-8414-4b91-b2e6-35eff17325f0
提供患者以視覺下達需求協助信息的方法,6d07ab25-0e3a-45b6-9182-18a405c712bd
無線供電之胎壓偵測器,6cc89c83-cc30-4992-8d50-02962c1317d7
三維表面列印系統,709f2042-6eb8-4177-9c93-2d0300b76378
環氧樹脂組成物及其固化物,709f58b0-32a0-40da-8235-9f8c657ab2dd
直流濺鍍用的濺鍍靶材及具有其鍍膜的垂直磁性記錄媒體,70a0f8f7-f6e1-4c64-88b8-e72353dc649e
製造嵌合抗原受體－表現細胞之方法,709ca3e7-6364-4208-9cb6-28ddaf883176
一種皮蛋的製作方法及其產品,70b5b7e4-5452-46c1-942c-9f5547b72531
擴充實境成像方法及其裝置,70b8d508-9ca9-4c59-8e70-96841f6fb091
物件特徵之擷取及辨識方法,70baa510-316b-4358-9c5d-fb44b35f1c46
鈣鈦礦太陽能電池及其製造方法,70bdab96-d256-4223-b7a4-1a11ba8e2a94
抑制糖尿病所致之脂肪肝及腎肥大的組成物、及其製造方法,705b7032-67e7-4456-bd76-8c6ae7c5d3e7
多通道分波多工脈衝震幅調變式光收發器製造方法及其裝置,70280259-d85c-477a-82cf-af8c27435316
太陽能光電追日裝置,704fffa4-9903-409a-b995-ee80e2d1daa0
過渡金屬硫族化物二維薄膜的製備方法,70503603-1fc8-4d3f-97f2-842d3c67f3ad
扭力過載保護裝置,717cb16d-9863-4a6e-bf53-aa52ae74fbc8
醇類化合物的純化方法,71473713-89f0-4c73-841a-f0fdc54c52c8
多用戶干擾環境中建構於分頻全雙工－正交分頻多工接取之室內小細胞智慧型佈署串接控制裝置,7182d83c-9ddd-41ba-a6a4-aa9bb6cc3dcf
微流式生物感測系統,718555d6-b2fa-42cc-bbb8-b92ed768847a
公廁棘輪門鎖,71a4a4c2-9516-4653-a733-0e7df0c9d450
靜電集塵器結構,71a8aa7a-a8a4-4feb-b578-27f0703b2e96
捕蚊燈,71aa5b5b-0119-4be5-8b72-870b13382246
立體波浪結構之磁性裝置及其生醫之應用,70ecd754-e953-41bb-9680-eb9abed24761
醫院用之安全約束架,710affcc-4649-4f54-b4d0-39b29d661711
三維渲染方法以及三維繪圖處理裝置,716d2aa4-f65f-4498-b668-4290b632f466
鈣鈦礦膜、其製造方法、發光裝置及太陽能電池,717073fa-1ca5-442e-979a-ae88cdc6ff9a
金屬離子感測化合物、包含其之多重感測共聚物及其纖維,714fa049-b706-410a-bdd8-93cccedddfa0
非線性光學晶體及其製備方法,7116e42d-6a59-4aa2-9737-5ad7d758ce7e
